"","date","count","event","semester","type","tag75","tag69","tag66","substitute_time","datetime","posix","weekday","year","semester_week"
"1431",2016-10-23,1098,"No Event","Fall","Dinner"," new roasted in butter; potatoes parsley beets;"," new roasted in parsley butter; beets; potatoes"," roasted of new butter; potatoes roast","18:00:00","2016-10-23 18:00:00",2016-10-23 18:00:00,"Sunday",2016,8
"1432",2016-10-24,945,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-24 8:00:00",2016-10-24 08:00:00,"Monday",2016,8
"1433",2016-10-24,739,"No Event","Fall","Lunch"," gyro; olives; cheese; feta tzatziki kalamata lettuce; iceberg pita bread;"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita","13:00:00","2016-10-24 13:00:00",2016-10-24 13:00:00,"Monday",2016,8
"1434",2016-10-24,1561,"No Event","Fall","Dinner"," bbq chicken; pork corn spare smoky ribs; mountain"," bbq pork chicken; spare corn and"," bbq pork chicken; spare corn and","18:00:00","2016-10-24 18:00:00",2016-10-24 18:00:00,"Monday",2016,8
"1435",2016-10-25,915,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-25 8:00:00",2016-10-25 08:00:00,"Tuesday",2016,8
"1436",2016-10-25,783,"No Event","Fall","Lunch"," arugula and salad sandwich; fontina; with artichoke grilled cavatappi hummus chicken pasta"," and arugula hummus cavatappi with pasta grilled chicken fontina;"," and arugula hummus cavatappi with pasta grilled chicken fontina;","13:00:00","2016-10-25 13:00:00",2016-10-25 13:00:00,"Tuesday",2016,8
"1437",2016-10-25,1369,"No Event","Fall","Dinner"," rice; chicken vegetable curry; spring duck and green roll; jasmine vegetables; scallion emerald"," rice; emerald vegetables; scallion roll; and vegetable curry; jasmine duck spring green chicken"," rice; green vegetable roll; duck sauce","18:00:00","2016-10-25 18:00:00",2016-10-25 18:00:00,"Tuesday",2016,8
"1438",2016-10-26,952,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-26 8:00:00",2016-10-26 08:00:00,"Wednesday",2016,8
"1439",2016-10-26,845,"No Event","Fall","Lunch"," torta; chicken mole cuban corn blue tortilla"," torta; chicken mole cuban corn tortilla blue"," torta; chicken mole cuban corn tortilla blue","13:00:00","2016-10-26 13:00:00",2016-10-26 13:00:00,"Wednesday",2016,8
"1440",2016-10-26,1427,"No Event","Fall","Dinner"," lasagna zucchini red al and with eggplant"," lasagna al zucchini and chicken forno; marsala;"," lasagna al zucchini and chicken forno;","18:00:00","2016-10-26 18:00:00",2016-10-26 18:00:00,"Wednesday",2016,8
"1441",2016-10-27,829,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-27 8:00:00",2016-10-27 08:00:00,"Thursday",2016,8
"1442",2016-10-27,997,"No Event","Fall","Lunch"," wrap; chicken and cape cod kettle"," wrap; chicken and cod cape kettle"," wrap; chicken and chips cod cape kettle","13:00:00","2016-10-27 13:00:00",2016-10-27 13:00:00,"Thursday",2016,8
"1443",2016-10-27,1217,"No Event","Fall","Dinner"," steamed rice bison chili; turkey carrots;"," steamed bison rice chili; turkey carrots;"," steamed rice bison turkey chili; carrots;","18:00:00","2016-10-27 18:00:00",2016-10-27 18:00:00,"Thursday",2016,8
"1444",2016-10-28,806,"Family Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-28 8:00:00",2016-10-28 08:00:00,"Friday",2016,9
"1445",2016-10-28,869,"Family Weekend","Fall","Lunch"," new autumn parsley sauce; potatoes vermont cakes; of steamed cod tartar quintet corned beans; in broccoli;"," new beans; sauce; steamed cakes; quintet potatoes tartar of in corned vermont cod broccoli; parsley autumn"," new beans; sauce; steamed cakes; quintet potatoes tartar of in corned vermont cod broccoli; parsley autumn","13:00:00","2016-10-28 13:00:00",2016-10-28 13:00:00,"Friday",2016,9
"1446",2016-10-28,782,"Family Weekend","Fall","Dinner"," chimichurri sauce; steak; grilled flank verde valencia; potatoes; paella mediterranean rojo"," sauce; chimichurri flank verde steak; rojo grilled"," sauce; chimichurri flank verde steak; rojo grilled","18:00:00","2016-10-28 18:00:00",2016-10-28 18:00:00,"Friday",2016,9
"1447",2016-10-29,499,"Family Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-29 8:00:00",2016-10-29 08:00:00,"Saturday",2016,9
"1448",2016-10-29,633,"Family Weekend","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-10-29 13:00:00",2016-10-29 13:00:00,"Saturday",2016,9
"1449",2016-10-29,679,"Family Weekend","Fall","Dinner"," chicken artichoke & rancheros; fried uncured bacon; sausage; huevos wild scramble chili chili; home frittata; four eggs; free mushroom cage and verde; meatless pepper mushroom; pork waffles; green tofu scrambled with"," artichoke & chicken free tofu huevos wild pork chili; frittata; green meatless with uncured pepper sausage; eggs; scramble mushroom; and waffles; bacon; fried verde; home mushroom rancheros; four scrambled cage chili"," artichoke & chicken free tofu huevos wild pork chili; frittata; green meatless with uncured pepper sausage; eggs; scramble mushroom; and waffles; bacon; fried verde; home mushroom rancheros; four scrambled cage chili","18:00:00","2016-10-29 18:00:00",2016-10-29 18:00:00,"Saturday",2016,9
"1450",2016-10-30,269,"Family Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-30 8:00:00",2016-10-30 08:00:00,"Sunday",2016,9
"1451",2016-10-30,738,"Family Weekend","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-10-30 13:00:00",2016-10-30 13:00:00,"Sunday",2016,9
"1452",2016-10-30,1109,"Family Weekend","Fall","Dinner"," salmon; delmonico of seasonal vegetables; gratin"," delmonico salmon; seasonal gratin of vegetables;"," delmonico salmon; seasonal gratin of vegetables;","18:00:00","2016-10-30 18:00:00",2016-10-30 18:00:00,"Sunday",2016,9
"1453",2016-10-31,921,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-10-31 8:00:00",2016-10-31 08:00:00,"Monday",2016,9
"1454",2016-10-31,928,"No Event","Fall","Lunch"," sausage patty; sausage); egg (no mccharlie tater chicken"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg","13:00:00","2016-10-31 13:00:00",2016-10-31 13:00:00,"Monday",2016,9
"1455",2016-10-31,1374,"No Event","Fall","Dinner"," tortilla; corn fajita filling; chicken with"," tortilla; corn fajita filling; chicken with"," tortilla; filling; fajita corn chicken black","18:00:00","2016-10-31 18:00:00",2016-10-31 18:00:00,"Monday",2016,9
"1456",2016-11-01,875,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-01 8:00:00",2016-11-01 08:00:00,"Tuesday",2016,9
"1457",2016-11-01,749,"No Event","Fall","Lunch"," asian bbq bulgogi sandwich; rolls; sub"," asian bbq bulgogi sandwich; sub rolls;"," asian bbq bulgogi sandwich; sub rolls;","13:00:00","2016-11-01 13:00:00",2016-11-01 13:00:00,"Tuesday",2016,9
"1458",2016-11-01,1452,"No Event","Fall","Dinner"," general tso's sticky chicken; szechuan green"," green chicken; szechuan general tso's sticky"," rice; green vegetable roll; duck sauce","18:00:00","2016-11-01 18:00:00",2016-11-01 18:00:00,"Tuesday",2016,9
"1459",2016-11-02,977,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-02 8:00:00",2016-11-02 08:00:00,"Wednesday",2016,9
"1460",2016-11-02,909,"No Event","Fall","Lunch"," wrap; chicken and cape cod kettle"," wrap; chicken and cod cape kettle"," wrap; chicken and chips cod cape kettle","13:00:00","2016-11-02 13:00:00",2016-11-02 13:00:00,"Wednesday",2016,9
"1461",2016-11-02,1484,"No Event","Fall","Dinner"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","18:00:00","2016-11-02 18:00:00",2016-11-02 18:00:00,"Wednesday",2016,9
"1462",2016-11-03,790,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-03 8:00:00",2016-11-03 08:00:00,"Thursday",2016,9
"1463",2016-11-03,897,"No Event","Fall","Lunch"," sauce; cheese peas marinara alfredo steamed bolognese"," sauce; cheese alfredo peas marinara bolognese steamed"," sauce; cheese marinara steamed alfredo peas bolognese","13:00:00","2016-11-03 13:00:00",2016-11-03 13:00:00,"Thursday",2016,9
"1464",2016-11-03,1154,"No Event","Fall","Dinner"," roasted chicken lemon with and thyme;"," roasted with steamed broccoli mashed red"," roasted steamed with broccoli rosemary red mashed","18:00:00","2016-11-03 18:00:00",2016-11-03 18:00:00,"Thursday",2016,9
"1465",2016-11-04,829,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-04 8:00:00",2016-11-04 08:00:00,"Friday",2016,10
"1466",2016-11-04,765,"No Event","Fall","Lunch"," and citrus salad salmon salad; tofu"," and citrus salmon salad; tofu salad"," and citrus salmon salad; tofu salad","13:00:00","2016-11-04 13:00:00",2016-11-04 13:00:00,"Friday",2016,10
"1467",2016-11-04,833,"No Event","Fall","Dinner"," creole choux blackened chicken; jambalaya; corn maque catfish;"," blackened catfish; creole chicken; jambalaya; maque corn choux"," blackened catfish; creole chicken; jambalaya; maque corn choux","18:00:00","2016-11-04 18:00:00",2016-11-04 18:00:00,"Friday",2016,10
"1468",2016-11-05,490,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-05 8:00:00",2016-11-05 08:00:00,"Saturday",2016,10
"1469",2016-11-05,833,"No Event","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-05 13:00:00",2016-11-05 13:00:00,"Saturday",2016,10
"1470",2016-11-05,922,"No Event","Fall","Dinner"," cheese quesadilla; chicken taco filling; refried beef vegetarian black beans; tostitos; olives; cream; & lettuce; sour iceberg guacamole;"," cheese quesadilla; chicken taco filling; iceberg lettuce; tostitos; sour black cream; corn beef"," cheese quesadilla; chicken taco filling; iceberg lettuce; tostitos; sour black cream; corn beef","18:00:00","2016-11-05 18:00:00",2016-11-05 18:00:00,"Saturday",2016,10
"1471",2016-11-06,494,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-06 8:00:00",2016-11-06 08:00:00,"Sunday",2016,10
"1472",2016-11-06,811,"No Event","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-06 13:00:00",2016-11-06 13:00:00,"Sunday",2016,10
"1473",2016-11-06,1122,"No Event","Fall","Dinner"," roasted lavender scalloped potato chicken; honey"," roasted scalloped potato braised beef ale short ribs;"," roasted scalloped potato braised beef ale short ribs;","18:00:00","2016-11-06 18:00:00",2016-11-06 18:00:00,"Sunday",2016,10
"1474",2016-11-07,982,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-07 8:00:00",2016-11-07 08:00:00,"Monday",2016,10
"1475",2016-11-07,778,"No Event","Fall","Lunch"," tortilla potato turkey sweet citrus aioli; arugula;"," turkey arugula; aioli; citrus burger; potato sweet roll;"," turkey arugula; aioli; citrus burger; potato sweet roll;","13:00:00","2016-11-07 13:00:00",2016-11-07 13:00:00,"Monday",2016,10
"1476",2016-11-07,1423,"No Event","Fall","Dinner"," potato cheese pierogi chicken & w/ apples"," cheese potato w/ apples pierogi &"," cheese & potato pierogi apples w/","18:00:00","2016-11-07 18:00:00",2016-11-07 18:00:00,"Monday",2016,10
"1477",2016-11-08,928,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-08 8:00:00",2016-11-08 08:00:00,"Tuesday",2016,10
"1478",2016-11-08,875,"No Event","Fall","Lunch"," shrimp quarter"" dip; po boy ""french"," shrimp dip; quarter"" boy ""french po"," shrimp dip; quarter"" boy ""french po","13:00:00","2016-11-08 13:00:00",2016-11-08 13:00:00,"Tuesday",2016,10
"1479",2016-11-08,1379,"No Event","Fall","Dinner"," rice; crab rangoons; jasmine duck stir beef broccoli fry; with"," rice; rangoons; crab duck jasmine broccoli beef stir with fry;"," rice; rangoons; crab duck jasmine broccoli beef stir with fry;","18:00:00","2016-11-08 18:00:00",2016-11-08 18:00:00,"Tuesday",2016,10
"1480",2016-11-09,884,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-09 8:00:00",2016-11-09 08:00:00,"Wednesday",2016,10
"1481",2016-11-09,934,"No Event","Fall","Lunch"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","13:00:00","2016-11-09 13:00:00",2016-11-09 13:00:00,"Wednesday",2016,10
"1482",2016-11-09,1386,"No Event","Fall","Dinner"," roasted southern tips mushrooms; red sirloin fried mashed with"," roasted with steamed broccoli mashed red"," roasted steamed with broccoli rosemary red mashed","18:00:00","2016-11-09 18:00:00",2016-11-09 18:00:00,"Wednesday",2016,10
"1483",2016-11-10,810,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-10 8:00:00",2016-11-10 08:00:00,"Thursday",2016,10
"1484",2016-11-10,895,"No Event","Fall","Lunch"," cantina bar taco"," cantina bar taco"," cantina bar taco","13:00:00","2016-11-10 13:00:00",2016-11-10 13:00:00,"Thursday",2016,10
"1485",2016-11-10,1207,"No Event","Fall","Dinner"," with basmati indian of spiced lamb citrus mint; potatoes; roast leg and"," with basmati indian spiced potatoes; mint; citrus and of leg roast lamb"," with basmati indian spiced potatoes; mint; citrus and of leg roast lamb","18:00:00","2016-11-10 18:00:00",2016-11-10 18:00:00,"Thursday",2016,10
"1486",2016-11-11,864,"Homecoming Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-11 8:00:00",2016-11-11 08:00:00,"Friday",2016,11
"1487",2016-11-11,815,"Homecoming Weekend","Fall","Lunch"," tartar cole slaw; chop american new england"," tartar slaw; cole new england fry; fish"," tartar slaw; cole new england fry; fish","13:00:00","2016-11-11 13:00:00",2016-11-11 13:00:00,"Friday",2016,11
"1488",2016-11-11,875,"Homecoming Weekend","Fall","Dinner"," and roast sauce; chicken porcini in"," and porcini sauce; in chicken roast"," and sauce; in chicken roast porcini","18:00:00","2016-11-11 18:00:00",2016-11-11 18:00:00,"Friday",2016,11
"1489",2016-11-12,641,"Homecoming Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-12 8:00:00",2016-11-12 08:00:00,"Saturday",2016,11
"1490",2016-11-12,443,"Homecoming Weekend","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-12 13:00:00",2016-11-12 13:00:00,"Saturday",2016,11
"1491",2016-11-12,982,"Homecoming Weekend","Fall","Dinner"," chicken wings; cheese celery; blue bbq carrots; honey buffalo"," chicken wings; cheese buffalo philly cheesesteak beef;"," chicken wings; cheese buffalo philly cheesesteak beef;","18:00:00","2016-11-12 18:00:00",2016-11-12 18:00:00,"Saturday",2016,11
"1492",2016-11-13,419,"Homecoming Weekend","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-13 8:00:00",2016-11-13 08:00:00,"Sunday",2016,11
"1493",2016-11-13,886,"Homecoming Weekend","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-13 13:00:00",2016-11-13 13:00:00,"Sunday",2016,11
"1494",2016-11-13,1304,"Homecoming Weekend","Fall","Dinner"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","18:00:00","2016-11-13 18:00:00",2016-11-13 18:00:00,"Sunday",2016,11
"1495",2016-11-14,916,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-14 8:00:00",2016-11-14 08:00:00,"Monday",2016,11
"1496",2016-11-14,778,"No Event","Fall","Lunch"," garlic herb steamed and chicken broccoli"," chicken herb and broccoli steamed garlic"," chicken herb and broccoli steamed garlic","13:00:00","2016-11-14 13:00:00",2016-11-14 13:00:00,"Monday",2016,11
"1497",2016-11-14,1384,"No Event","Fall","Dinner"," tortilla; corn fajita filling; chicken with"," tortilla; corn fajita filling; chicken with"," tortilla; filling; fajita corn chicken black","18:00:00","2016-11-14 18:00:00",2016-11-14 18:00:00,"Monday",2016,11
"1498",2016-11-15,895,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-15 8:00:00",2016-11-15 08:00:00,"Tuesday",2016,11
"1499",2016-11-15,765,"No Event","Fall","Lunch"," grilled sandwich; basil portabella aioli mozz chicken w/fresh"," grilled sandwich; mozz portabella w/fresh chicken aioli basil"," grilled sandwich; mozz portabella w/fresh chicken aioli basil","13:00:00","2016-11-15 13:00:00",2016-11-15 13:00:00,"Tuesday",2016,11
"1500",2016-11-15,1294,"No Event","Fall","Dinner"," cous roasted shrimp vegetables; honey and chicken; harissa casablanca chraime; tfaya"," cous roasted harissa chicken; and honey"," cous roasted harissa chicken; and honey","18:00:00","2016-11-15 18:00:00",2016-11-15 18:00:00,"Tuesday",2016,11
"1501",2016-11-16,961,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-16 8:00:00",2016-11-16 08:00:00,"Wednesday",2016,11
"1502",2016-11-16,961,"No Event","Fall","Lunch"," sandwich; charlie's steak chicken seeded steakhouse"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg","13:00:00","2016-11-16 13:00:00",2016-11-16 13:00:00,"Wednesday",2016,11
"1503",2016-11-16,1379,"No Event","Fall","Dinner"," steamed short kalbi fried chicken; breast teriyaki ribs; beef of"," steamed short breast of fried ribs; kalbi beef chicken; teriyaki"," steamed short breast of fried ribs; kalbi beef chicken; teriyaki","18:00:00","2016-11-16 18:00:00",2016-11-16 18:00:00,"Wednesday",2016,11
"1504",2016-11-17,902,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-17 8:00:00",2016-11-17 08:00:00,"Thursday",2016,11
"1505",2016-11-17,881,"No Event","Fall","Lunch"," southwestern cole sweet water potato roll; chicken;"," pulled chicken; sweet potato pork; roll; water"," pulled potato sweet chicken; water roll;","13:00:00","2016-11-17 13:00:00",2016-11-17 13:00:00,"Thursday",2016,11
"1506",2016-11-17,1300,"No Event","Fall","Dinner"," roast orange glazed onion; whipped sprouts turkey; cipollini potatoes; & butternut; steamed and breast cheddar brussels green mashed cranberry relish; giblet squash beans ham; apple cider gravy; of dressing;"," of mashed roast gravy; breast roasted"," roasted of new butter; potatoes roast","18:00:00","2016-11-17 18:00:00",2016-11-17 18:00:00,"Thursday",2016,11
"1507",2016-11-18,801,"No Event","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-18 8:00:00",2016-11-18 08:00:00,"Friday",2016,12
"1508",2016-11-18,736,"No Event","Fall","Lunch"," grilled and vermont tomato; cheddar cheese;"," grilled and cheese; tomato; vermont cheddar"," grilled and cheese; tomato; vermont cheddar","13:00:00","2016-11-18 13:00:00",2016-11-18 13:00:00,"Friday",2016,12
"1509",2016-11-18,522,"No Event","Fall","Dinner"," roasted relish; mediterranean olive steak; flat iron seared salmon; grilled potatoes rosemary"," roasted rosemary flat steamed snap steak; iron sugar"," roasted steamed with broccoli rosemary red mashed","18:00:00","2016-11-18 18:00:00",2016-11-18 18:00:00,"Friday",2016,12
"1510",2016-11-19,297,"Thanksgiving Vacation","Fall","Lunch"," sandwich; bun; waffle hamburger fries reuben buffalo chicken"," sandwich; hamburger bun; waffle chicken buffalo fries reuben"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-19 13:00:00",2016-11-19 13:00:00,"Saturday",2016,12
"1511",2016-11-19,237,"Thanksgiving Vacation","Fall","Dinner"," broccoli steamed spaghetti; marinara sauce; meatballs; calzone; cheese"," broccoli steamed spaghetti; sauce; marinara cheese meatballs; calzone;"," broccoli steamed spaghetti; sauce; marinara cheese meatballs; calzone;","18:00:00","2016-11-19 18:00:00",2016-11-19 18:00:00,"Saturday",2016,12
"1512",2016-11-20,218,"Thanksgiving Vacation","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-20 13:00:00",2016-11-20 13:00:00,"Sunday",2016,12
"1513",2016-11-20,183,"Thanksgiving Vacation","Fall","Dinner"," new roasted in butter; potatoes parsley beets;"," new roasted in parsley butter; beets; potatoes"," roasted of new butter; potatoes roast","18:00:00","2016-11-20 18:00:00",2016-11-20 18:00:00,"Sunday",2016,12
"1514",2016-11-21,241,"Thanksgiving Vacation","Fall","Lunch"," gyro; olives; cheese; feta tzatziki kalamata lettuce; iceberg pita bread;"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita","13:00:00","2016-11-21 13:00:00",2016-11-21 13:00:00,"Monday",2016,12
"1515",2016-11-21,202,"Thanksgiving Vacation","Fall","Dinner"," bbq chicken; pork corn spare smoky ribs; mountain"," bbq pork chicken; spare corn and"," bbq pork chicken; spare corn and","18:00:00","2016-11-21 18:00:00",2016-11-21 18:00:00,"Monday",2016,12
"1516",2016-11-22,150,"Thanksgiving Vacation","Fall","Lunch"," arugula and salad sandwich; fontina; with artichoke grilled cavatappi hummus chicken pasta"," and arugula hummus cavatappi with pasta grilled chicken fontina;"," and arugula hummus cavatappi with pasta grilled chicken fontina;","13:00:00","2016-11-22 13:00:00",2016-11-22 13:00:00,"Tuesday",2016,12
"1517",2016-11-23,127,"Thanksgiving Vacation","Fall","Lunch"," torta; chicken mole cuban corn blue tortilla"," torta; chicken mole cuban corn tortilla blue"," torta; chicken mole cuban corn tortilla blue","13:00:00","2016-11-23 13:00:00",2016-11-23 13:00:00,"Wednesday",2016,12
"1518",2016-11-23,144,"Thanksgiving Vacation","Fall","Dinner"," lasagna zucchini red al and with eggplant"," lasagna al zucchini and chicken forno; marsala;"," lasagna al zucchini and chicken forno;","18:00:00","2016-11-23 18:00:00",2016-11-23 18:00:00,"Wednesday",2016,12
"1519",2016-11-24,141,"Thanksgiving Vacation","Fall","Lunch"," of gravy; mashed roast breast roasted"," of mashed roast gravy; breast roasted"," roasted of new butter; potatoes roast","13:00:00","2016-11-24 13:00:00",2016-11-24 13:00:00,"Thursday",2016,12
"1520",2016-11-25,132,"Thanksgiving Vacation","Fall","Lunch"," fried green catfish sweet potato hoagie; tomato tortilla sandwich;"," fried tomato sweet potato green sandwich; catfish hoagie; tortilla"," fried tomato green sandwich; hoagie; catfish tortilla sweet potato","13:00:00","2016-11-25 13:00:00",2016-11-25 13:00:00,"Friday",2016,13
"1521",2016-11-25,145,"Thanksgiving Vacation","Fall","Dinner"," chimichurri sauce; steak; grilled flank verde valencia; potatoes; paella mediterranean rojo"," sauce; chimichurri flank verde steak; rojo grilled"," sauce; chimichurri flank verde steak; rojo grilled","18:00:00","2016-11-25 18:00:00",2016-11-25 18:00:00,"Friday",2016,13
"1522",2016-11-26,232,"Thanksgiving Vacation","Fall","Lunch"," bbq italian water cut roll; french cold pulled grinder;","other"," pulled potato sweet chicken; water roll;","13:00:00","2016-11-26 13:00:00",2016-11-26 13:00:00,"Saturday",2016,13
"1523",2016-11-26,379,"Thanksgiving Vacation","Fall","Dinner"," chicken artichoke & rancheros; fried uncured bacon; sausage; huevos wild scramble chili chili; home frittata; four eggs; free mushroom cage and verde; meatless pepper mushroom; pork waffles; green tofu scrambled with"," artichoke & chicken free tofu huevos wild pork chili; frittata; green meatless with uncured pepper sausage; eggs; scramble mushroom; and waffles; bacon; fried verde; home mushroom rancheros; four scrambled cage chili"," artichoke & chicken free tofu huevos wild pork chili; frittata; green meatless with uncured pepper sausage; eggs; scramble mushroom; and waffles; bacon; fried verde; home mushroom rancheros; four scrambled cage chili","18:00:00","2016-11-26 18:00:00",2016-11-26 18:00:00,"Saturday",2016,13
"1524",2016-11-27,173,"Thanksgiving Vacation","Fall","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-11-27 8:00:00",2016-11-27 08:00:00,"Sunday",2016,13
"1525",2016-11-27,476,"Thanksgiving Vacation","Fall","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-11-27 13:00:00",2016-11-27 13:00:00,"Sunday",2016,13
